LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	Nick
Date	2015/04/18
Time	05:45:50.0220716400351511771
***End_of_Header***	
	
Channels	1	
Samples	210000	
Date	2015/04/18	
Time	05:45:50.0220716400351511771	
Y_Unit_Label	Volts	
X_Dimension	Time	
X0	0.0000000000000000E+0	
Delta_X	4.761000E-5	
***End_of_Header***		
X_Value	Voltage	Comment
	-0.205572
	-0.026389
	0.213279
	0.049706
	-0.186060
	-0.073868
	0.167426
	0.104989
	-0.139882
	-0.119070
	0.117346
	0.149866
	-0.092079
	-0.121671
	0.064990
	0.190840
	-0.045576
	-0.216303
	0.020438
	0.240270
	0.002228
	-0.227360
	-0.023788
	0.211328
	0.049056
	-0.186710
	-0.074518
	0.164500
	0.098485
	-0.138907
	-0.121346
	0.117672
	0.144988
	-0.092079
	-0.168499
	0.069543
	0.195718
	-0.041348
	-0.215327
	0.018162
	0.242546
	0.001577
	-0.233538
	-0.028666
	0.188239
	0.051007
	-0.186710
	-0.074518
	0.163849
	0.098810
	-0.140207
	-0.121671
	0.115070
	0.147915
	-0.090453
	-0.169475
	0.067917
	0.197019
	-0.043625
	-0.217604
	0.020113
	0.243847
	0.004829
	-0.232563
	-0.028015
	0.211328
	0.053283
	-0.183458
	-0.074843
	0.162548
	0.100111
	-0.137931
	-0.123297
	0.114094
	0.147589
	-0.089152
	-0.169800
	0.066941
	0.196369
	-0.041999
	-0.218904
	0.017512
	0.243847
	0.005480
	-0.231587
	-0.028991
	0.209051
	0.053283
	-0.183458
	-0.076795
	0.161898
	0.101087
	-0.136305
	-0.123623
	0.114420
	0.149866
	-0.087851
	-0.171426
	0.064665
	0.197344
	-0.041348
	-0.219230
	0.017187
	0.246449
	0.005805
	-0.230286
	-0.029641
	0.208401
	0.053934
	-0.183133
	-0.077120
	0.160272
	0.103038
	-0.135330
	-0.125249
	0.113119
	0.151492
	-0.088502
	-0.173052
	0.064665
	0.198320
	-0.039722
	-0.221506
	0.014260
	0.243197
	0.002878
	-0.200694
	-0.030292
	0.208076
	0.054259
	-0.181182
	-0.081998
	0.159622
	0.102387
	-0.134354
	-0.124273
	0.138159
	0.148890
	-0.088176
	-0.176304
	0.060437
	0.197019
	-0.041674
	-0.221831
	0.014585
	0.247424
	0.009382
	-0.229311
	-0.031918
	0.206775
	0.057511
	-0.180206
	-0.081347
	0.159296
	0.104339
	-0.133704
	-0.127200
	0.111168
	0.152793
	-0.084924
	-0.175979
	0.060763
	0.198645
	-0.081347
	-0.219880
	0.015561
	0.249700
	0.011983
	-0.227685
	0.010683
	0.205474
	0.056535
	-0.181182
	-0.079071
	0.159622
	0.106290
	-0.132728
	-0.127525
	0.109867
	0.151817
	-0.086876
	-0.177280
	0.060763
	0.200271
	-0.047527
	-0.220856
	0.015235
	0.249700
	0.010357
	-0.225408
	0.003203
	0.205474
	0.037999
	-0.177930
	-0.080697
	0.155394
	0.105965
	-0.119070
	-0.125574
	0.110517
	0.153443
	-0.083949
	-0.176954
	0.059787
	0.201897
	-0.036796
	-0.223782
	0.011008
	0.247424
	0.007431
	-0.228335
	-0.041674
	0.251977
	0.105965
	-0.151914
	-0.083624
	0.155069
	0.106940
	-0.129801
	-0.130126
	0.108891
	0.155719
	-0.082323
	-0.175328
	0.060763
	0.203848
	-0.035820
	-0.224433
	0.012309
	0.251652
	0.010357
	-0.224758
	-0.035495
	0.202222
	0.058486
	-0.177930
	-0.082648
	0.156370
	0.108241
	-0.130777
	-0.131102
	0.105639
	0.155394
	-0.083298
	-0.177930
	0.059462
	0.204498
	-0.033869
	-0.225408
	0.010357
	0.248725
	0.015561
	-0.223457
	-0.035170
	0.203198
	0.061413
	-0.176304
	-0.084274
	0.154093
	0.109542
	-0.128500
	-0.132728
	0.105965
	0.156695
	-0.081022
	-0.178906
	0.058486
	0.206124
	-0.034845
	-0.226709
	0.010032
	0.249375
	0.014585
	-0.223132
	-0.037446
	0.200596
	0.062714
	-0.175003
	-0.084599
	0.152467
	0.109542
	-0.127200
	-0.132403
	0.104339
	0.157670
	-0.081022
	-0.179881
	0.057511
	0.205474
	-0.032893
	-0.227360
	0.007431
	0.246774
	0.014910
	-0.219555
	-0.037446
	0.200271
	0.063364
	-0.175003
	-0.086225
	0.151492
	0.113444
	-0.125574
	-0.130126
	0.104664
	0.158321
	-0.119395
	-0.179881
	0.056210
	0.212303
	-0.031918
	-0.228660
	0.009707
	0.246774
	0.015235
	-0.220856
	-0.035820
	0.198970
	0.063364
	-0.169150
	-0.087201
	0.151817
	0.112143
	-0.122647
	-0.133378
	0.103038
	0.160272
	-0.078095
	-0.180206
	0.054259
	0.201897
	-0.027690
	-0.228986
	0.009382
	0.247749
	0.017512
	-0.218904
	-0.039722
